country,sub_item,year,currency,VA1,code,VA2,WAGE1
Colombia,Mining and quarrying,2004,Colombian peso,15612581000000,C,15612581000000,2298123000000
Colombia,Manufacturing,2004,Colombian peso,39059899000000,D,39059899000000,10730664000000
Colombia,"Electricity, gas and water supply",2004,Colombian peso,11081020000000,E,11081020000000,2098326000000
Colombia,Construction,2004,Colombian peso,13519403000000,F,13519403000000,3946266000000
Colombia,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",2004,Colombian peso,26278834000000,GH,26278834000000,7899987000000
Colombia,"Transport, storage and communications",2004,Colombian peso,19906150000000,I,19906150000000,9032081000000
Colombia,"Financial intermediation real estate, renting and business activities",2004,Colombian peso,37984828000000,JK,37984828000000,7312195000000
Colombia,Total Economy,2004,Colombian peso,245368414000000,TOT,245368414000000,84769562000000
Colombia,"Agriculture, hunting, forestry fishing",2005,Colombian peso,32004500000000,AB,32004500000000,7793200000000
Colombia,Mining and quarrying,2005,Colombian peso,17715300000000,C,17715300000000,2453900000000
Colombia,Manufacturing,2005,Colombian peso,42947700000000,D,42947700000000,11669100000000
Colombia,"Electricity, gas and water supply",2005,Colombian peso,11949600000000,E,11950000000000,2251600000000
Colombia,Construction,2005,Colombian peso,16763100000000,F,16763100000000,4608600000000
Colombia,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",2005,Colombian peso,29138100000000,GH,29138100000000,8589200000000
Colombia,"Transport, storage and communications",2005,Colombian peso,22038400000000,I,22038400000000,9326700000000
Colombia,"Financial intermediation real estate, renting and business activities",2005,Colombian peso,41264800000000,JK,41264800000000,8152700000000
Colombia,Total Economy,2005,Colombian peso,271138900000000,TOT,271138900000000,92203600000000
Denmark,"Agriculture, hunting, forestry fishing",1966,Danish krone,5694000000,AB,5694000000,1191000000
Denmark,Mining and quarrying,1966,Danish krone,253000000,C,253000000,80000000
Denmark,Manufacturing,1966,Danish krone,15438000000,D,15438000000,10957000000
Denmark,"Electricity, gas and water supply",1966,Danish krone,1320000000,E,1320000000,343000000
Denmark,Construction,1966,Danish krone,6928000000,F,6928000000,4857000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1966,Danish krone,13964000000,GH,13964000000,6681000000
Denmark,"Transport, storage and communications",1966,Danish krone,5698000000,I,5698000000,3285000000
Denmark,"Financial intermediation real estate, renting and business activities",1966,Danish krone,9365000000,JK,9365000000,2829000000
Denmark,Total Economy,1966,Danish krone,71359000000,TOT,71359000000,39936000000
Denmark,"Agriculture, hunting, forestry fishing",1967,Danish krone,5419000000,AB,5419000000,1213000000
Denmark,Mining and quarrying,1967,Danish krone,257000000,C,257000000,121000000
Denmark,Manufacturing,1967,Danish krone,16599000000,D,16599000000,11557000000
Denmark,"Electricity, gas and water supply",1967,Danish krone,1474000000,E,1474000000,378000000
Denmark,Construction,1967,Danish krone,7666000000,F,7666000000,5464000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1967,Danish krone,14968000000,GH,14968000000,7674000000
Denmark,"Transport, storage and communications",1967,Danish krone,6251000000,I,6251000000,3564000000
Denmark,"Financial intermediation real estate, renting and business activities",1967,Danish krone,10841000000,JK,10841000000,3210000000
Denmark,Total Economy,1967,Danish krone,78073000000,TOT,78073000000,44406000000
Denmark,"Agriculture, hunting, forestry fishing",1968,Danish krone,5686000000,AB,5686000000,1221000000
Denmark,Mining and quarrying,1968,Danish krone,277000000,C,277000000,122000000
Denmark,Manufacturing,1968,Danish krone,18380000000,D,18380000000,12529000000
Denmark,"Electricity, gas and water supply",1968,Danish krone,1597000000,E,1597000000,415000000
Denmark,Construction,1968,Danish krone,8191000000,F,8191000000,6228000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1968,Danish krone,15756000000,GH,15756000000,8385000000
Denmark,"Transport, storage and communications",1968,Danish krone,6940000000,I,6940000000,3962000000
Denmark,"Financial intermediation real estate, renting and business activities",1968,Danish krone,12587000000,JK,12587000000,3679000000
Denmark,Total Economy,1968,Danish krone,85988000000,TOT,85988000000,49366000000
Denmark,"Agriculture, hunting, forestry fishing",1969,Danish krone,6707000000,AB,6707000000,1245000000
Denmark,Mining and quarrying,1969,Danish krone,295000000,C,295000000,123000000
Denmark,Manufacturing,1969,Danish krone,20497000000,D,20497000000,14276000000
Denmark,"Electricity, gas and water supply",1969,Danish krone,1769000000,E,1769000000,456000000
Denmark,Construction,1969,Danish krone,9010000000,F,9010000000,7165000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1969,Danish krone,17727000000,GH,17727000000,9547000000
Denmark,"Transport, storage and communications",1969,Danish krone,7639000000,I,7639000000,4246000000
Denmark,"Financial intermediation real estate, renting and business activities",1969,Danish krone,15207000000,JK,15207000000,4247000000
Denmark,Total Economy,1969,Danish krone,97960000000,TOT,97960000000,56253000000
Denmark,"Agriculture, hunting, forestry fishing",1970,Danish krone,6141000000,AB,6141000000,1179000000
Denmark,Mining and quarrying,1970,Danish krone,299000000,C,299000000,123000000
Denmark,Manufacturing,1970,Danish krone,22208000000,D,22208000000,15869000000
Denmark,"Electricity, gas and water supply",1970,Danish krone,1972000000,E,1972000000,498000000
Denmark,Construction,1970,Danish krone,9706000000,F,9706000000,8058000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1970,Danish krone,20451000000,GH,20451000000,10693000000
Denmark,"Transport, storage and communications",1970,Danish krone,8418000000,I,8418000000,4656000000
Denmark,"Financial intermediation real estate, renting and business activities",1970,Danish krone,16840000000,JK,16840000000,4875000000
Denmark,Total Economy,1970,Danish krone,108588000000,TOT,108588000000,63630000000
Denmark,"Agriculture, hunting, forestry fishing",1971,Danish krone,6814000000,AB,6814000000,1322000000
Denmark,Mining and quarrying,1971,Danish krone,290000000,C,290000000,142000000
Denmark,Manufacturing,1971,Danish krone,24117000000,D,24117000000,17478000000
Denmark,"Electricity, gas and water supply",1971,Danish krone,2137000000,E,2137000000,555000000
Denmark,Construction,1971,Danish krone,10929000000,F,10929000000,8638000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1971,Danish krone,21920000000,GH,21920000000,11886000000
Denmark,"Transport, storage and communications",1971,Danish krone,8638000000,I,8638000000,5265000000
Denmark,"Financial intermediation real estate, renting and business activities",1971,Danish krone,19621000000,JK,19621000000,5680000000
Denmark,Total Economy,1971,Danish krone,120666000000,TOT,120666000000,72032000000
Denmark,"Agriculture, hunting, forestry fishing",1972,Danish krone,8112000000,AB,8112000000,1372000000
Denmark,Mining and quarrying,1972,Danish krone,353000000,C,353000000,165000000
Denmark,Manufacturing,1972,Danish krone,26626000000,D,26626000000,19486000000
Denmark,"Electricity, gas and water supply",1972,Danish krone,2272000000,E,2272000000,623000000
Denmark,Construction,1972,Danish krone,12798000000,F,12798000000,8857000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1972,Danish krone,24472000000,GH,24472000000,12971000000
Denmark,"Transport, storage and communications",1972,Danish krone,9605000000,I,9605000000,5796000000
Denmark,"Financial intermediation real estate, renting and business activities",1972,Danish krone,22931000000,JK,22931000000,6579000000
Denmark,Total Economy,1972,Danish krone,137199000000,TOT,137199000000,80198000000
Denmark,"Agriculture, hunting, forestry fishing",1973,Danish krone,10105000000,AB,10105000000,1513000000
Denmark,Mining and quarrying,1973,Danish krone,399000000,C,399000000,183000000
Denmark,Manufacturing,1973,Danish krone,31085000000,D,31085000000,22747000000
Denmark,"Electricity, gas and water supply",1973,Danish krone,2363000000,E,2363000000,705000000
Denmark,Construction,1973,Danish krone,13401000000,F,13401000000,9851000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1973,Danish krone,29442000000,GH,29442000000,14967000000
Denmark,"Transport, storage and communications",1973,Danish krone,11028000000,I,11028000000,6529000000
Denmark,"Financial intermediation real estate, renting and business activities",1973,Danish krone,27425000000,JK,27425000000,7613000000
Denmark,Total Economy,1973,Danish krone,160038000000,TOT,160038000000,92431000000
Denmark,"Agriculture, hunting, forestry fishing",1974,Danish krone,11183000000,AB,11183000000,1823000000
Denmark,Mining and quarrying,1974,Danish krone,376000000,C,376000000,189000000
Denmark,Manufacturing,1974,Danish krone,34836000000,D,34836000000,27105000000
Denmark,"Electricity, gas and water supply",1974,Danish krone,3012000000,E,3012000000,835000000
Denmark,Construction,1974,Danish krone,13876000000,F,13876000000,10399000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1974,Danish krone,32138000000,GH,32138000000,17481000000
Denmark,"Transport, storage and communications",1974,Danish krone,12111000000,I,12111000000,7766000000
Denmark,"Financial intermediation real estate, renting and business activities",1974,Danish krone,30925000000,JK,30925000000,9188000000
Denmark,Total Economy,1974,Danish krone,180396000000,TOT,180396000000,109325000000
Denmark,"Agriculture, hunting, forestry fishing",1975,Danish krone,10745000000,AB,10745000000,2071000000
Denmark,Mining and quarrying,1975,Danish krone,439000000,C,439000000,191000000
Denmark,Manufacturing,1975,Danish krone,39299000000,D,39299000000,28683000000
Denmark,"Electricity, gas and water supply",1975,Danish krone,3612000000,E,3612000000,977000000
Denmark,Construction,1975,Danish krone,14617000000,F,14617000000,10681000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1975,Danish krone,36232000000,GH,36232000000,19925000000
Denmark,"Transport, storage and communications",1975,Danish krone,13547000000,I,13547000000,9005000000
Denmark,"Financial intermediation real estate, renting and business activities",1975,Danish krone,34550000000,JK,34550000000,10809000000
Denmark,Total Economy,1975,Danish krone,202981000000,TOT,202981000000,123296000000
Denmark,"Agriculture, hunting, forestry fishing",1976,Danish krone,11697000000,AB,11697000000,2341000000
Denmark,Mining and quarrying,1976,Danish krone,466000000,C,466000000,213000000
Denmark,Manufacturing,1976,Danish krone,43371000000,D,43371000000,32421000000
Denmark,"Electricity, gas and water supply",1976,Danish krone,3815000000,E,3815000000,1114000000
Denmark,Construction,1976,Danish krone,16185000000,F,16185000000,12780000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1976,Danish krone,42627000000,GH,42627000000,22979000000
Denmark,"Transport, storage and communications",1976,Danish krone,14861000000,I,14861000000,10322000000
Denmark,"Financial intermediation real estate, renting and business activities",1976,Danish krone,42052000000,JK,42052000000,12140000000
Denmark,Total Economy,1976,Danish krone,232368000000,TOT,232368000000,141394000000
Denmark,"Agriculture, hunting, forestry fishing",1977,Danish krone,14108000000,AB,14108000000,2568000000
Denmark,Mining and quarrying,1977,Danish krone,716000000,C,716000000,240000000
Denmark,Manufacturing,1977,Danish krone,47663000000,D,47663000000,35448000000
Denmark,"Electricity, gas and water supply",1977,Danish krone,3881000000,E,3881000000,1265000000
Denmark,Construction,1977,Danish krone,17291000000,F,17291000000,13464000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1977,Danish krone,45861000000,GH,45861000000,26114000000
Denmark,"Transport, storage and communications",1977,Danish krone,16713000000,I,16713000000,11404000000
Denmark,"Financial intermediation real estate, renting and business activities",1977,Danish krone,46698000000,JK,46698000000,13975000000
Denmark,Total Economy,1977,Danish krone,256508000000,TOT,256508000000,156987000000
Denmark,"Agriculture, hunting, forestry fishing",1978,Danish krone,15823000000,AB,15823000000,2783000000
Denmark,Mining and quarrying,1978,Danish krone,685000000,C,685000000,285000000
Denmark,Manufacturing,1978,Danish krone,51441000000,D,51441000000,38490000000
Denmark,"Electricity, gas and water supply",1978,Danish krone,4993000000,E,4993000000,1431000000
Denmark,Construction,1978,Danish krone,18284000000,F,18284000000,14922000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1978,Danish krone,48838000000,GH,48838000000,28752000000
Denmark,"Transport, storage and communications",1978,Danish krone,18034000000,I,18034000000,12362000000
Denmark,"Financial intermediation real estate, renting and business activities",1978,Danish krone,53278000000,JK,53278000000,15979000000
Denmark,Total Economy,1978,Danish krone,283371000000,TOT,283371000000,174379000000
Denmark,"Agriculture, hunting, forestry fishing",1979,Danish krone,14917000000,AB,14917000000,3091000000
Denmark,Mining and quarrying,1979,Danish krone,904000000,C,904000000,357000000
Denmark,Manufacturing,1979,Danish krone,56575000000,D,56575000000,43446000000
Denmark,"Electricity, gas and water supply",1979,Danish krone,5152000000,E,5152000000,1585000000
Denmark,Construction,1979,Danish krone,18155000000,F,18155000000,16553000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1979,Danish krone,52607000000,GH,52607000000,30792000000
Denmark,"Transport, storage and communications",1979,Danish krone,20965000000,I,20965000000,13804000000
Denmark,"Financial intermediation real estate, renting and business activities",1979,Danish krone,60927000000,JK,60927000000,18663000000
Denmark,Total Economy,1979,Danish krone,311842000000,TOT,311842000000,195367000000
Denmark,"Agriculture, hunting, forestry fishing",1980,Danish krone,16511000000,AB,16511000000,3418000000
Denmark,Mining and quarrying,1980,Danish krone,794000000,C,794000000,416000000
Denmark,Manufacturing,1980,Danish krone,64035000000,D,64035000000,47557000000
Denmark,"Electricity, gas and water supply",1980,Danish krone,5449000000,E,5449000000,1738000000
Denmark,Construction,1980,Danish krone,21844000000,F,21844000000,17030000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1980,Danish krone,51039000000,GH,51039000000,32938000000
Denmark,"Transport, storage and communications",1980,Danish krone,21748000000,I,21748000000,15682000000
Denmark,"Financial intermediation real estate, renting and business activities",1980,Danish krone,64726000000,JK,64726000000,21171000000
Denmark,Total Economy,1980,Danish krone,338440000000,TOT,338440000000,215774000000
Denmark,"Agriculture, hunting, forestry fishing",1981,Danish krone,19295000000,AB,19295000000,3713000000
Denmark,Mining and quarrying,1981,Danish krone,1740000000,C,1740000000,511000000
Denmark,Manufacturing,1981,Danish krone,67131000000,D,67131000000,49773000000
Denmark,"Electricity, gas and water supply",1981,Danish krone,5884000000,E,5884000000,1959000000
Denmark,Construction,1981,Danish krone,20333000000,F,20333000000,16041000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1981,Danish krone,55373000000,GH,55373000000,33765000000
Denmark,"Transport, storage and communications",1981,Danish krone,24474000000,I,24474000000,17628000000
Denmark,"Financial intermediation real estate, renting and business activities",1981,Danish krone,70235000000,JK,70235000000,23763000000
Denmark,Total Economy,1981,Danish krone,370101000000,TOT,370101000000,233499000000
Denmark,"Agriculture, hunting, forestry fishing",1982,Danish krone,23506000000,AB,23506000000,4251000000
Denmark,Mining and quarrying,1982,Danish krone,3889000000,C,3889000000,573000000
Denmark,Manufacturing,1982,Danish krone,76049000000,D,76049000000,55136000000
Denmark,"Electricity, gas and water supply",1982,Danish krone,8323000000,E,8323000000,2178000000
Denmark,Construction,1982,Danish krone,21439000000,F,21439000000,16982000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1982,Danish krone,63776000000,GH,63776000000,37435000000
Denmark,"Transport, storage and communications",1982,Danish krone,27223000000,I,27223000000,20471000000
Denmark,"Financial intermediation real estate, renting and business activities",1982,Danish krone,79489000000,JK,79489000000,27164000000
Denmark,Total Economy,1982,Danish krone,425533000000,TOT,425533000000,264551000000
Denmark,"Agriculture, hunting, forestry fishing",1983,Danish krone,22376000000,AB,22376000000,4760000000
Denmark,Mining and quarrying,1983,Danish krone,4900000000,C,4900000000,592000000
Denmark,Manufacturing,1983,Danish krone,85327000000,D,85327000000,60430000000
Denmark,"Electricity, gas and water supply",1983,Danish krone,8837000000,E,8837000000,2355000000
Denmark,Construction,1983,Danish krone,22523000000,F,22523000000,18555000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1983,Danish krone,72278000000,GH,72278000000,41102000000
Denmark,"Transport, storage and communications",1983,Danish krone,30140000000,I,30140000000,22421000000
Denmark,"Financial intermediation real estate, renting and business activities",1983,Danish krone,88805000000,JK,88805000000,30855000000
Denmark,Total Economy,1983,Danish krone,466761000000,TOT,466761000000,289527000000
Denmark,"Agriculture, hunting, forestry fishing",1984,Danish krone,28394000000,AB,28394000000,5136000000
Denmark,Mining and quarrying,1984,Danish krone,4973000000,C,4973000000,718000000
Denmark,Manufacturing,1984,Danish krone,97145000000,D,97145000000,67443000000
Denmark,"Electricity, gas and water supply",1984,Danish krone,7744000000,E,7744000000,2410000000
Denmark,Construction,1984,Danish krone,25857000000,F,25857000000,21039000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1984,Danish krone,78631000000,GH,78631000000,45375000000
Denmark,"Transport, storage and communications",1984,Danish krone,35391000000,I,35391000000,24266000000
Denmark,"Financial intermediation real estate, renting and business activities",1984,Danish krone,98142000000,JK,98142000000,34064000000
Denmark,Total Economy,1984,Danish krone,514628000000,TOT,514628000000,313379000000
Denmark,"Agriculture, hunting, forestry fishing",1985,Danish krone,27883000000,AB,27883000000,5499000000
Denmark,Mining and quarrying,1985,Danish krone,6861000000,C,6861000000,720000000
Denmark,Manufacturing,1985,Danish krone,104643000000,D,104643000000,73906000000
Denmark,"Electricity, gas and water supply",1985,Danish krone,8969000000,E,8969000000,2535000000
Denmark,Construction,1985,Danish krone,27591000000,F,27591000000,23478000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1985,Danish krone,89556000000,GH,89556000000,50772000000
Denmark,"Transport, storage and communications",1985,Danish krone,37648000000,I,37648000000,25966000000
Denmark,"Financial intermediation real estate, renting and business activities",1985,Danish krone,106281000000,JK,106281000000,37124000000
Denmark,Total Economy,1985,Danish krone,555739000000,TOT,555739000000,339335000000
Denmark,"Agriculture, hunting, forestry fishing",1986,Danish krone,27585000000,AB,27585000000,5821000000
Denmark,Mining and quarrying,1986,Danish krone,6155000000,C,6155000000,807000000
Denmark,Manufacturing,1986,Danish krone,111757000000,D,111757000000,80408000000
Denmark,"Electricity, gas and water supply",1986,Danish krone,9892000000,E,9892000000,2683000000
Denmark,Construction,1986,Danish krone,30589000000,F,30589000000,27585000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1986,Danish krone,97215000000,GH,97215000000,55975000000
Denmark,"Transport, storage and communications",1986,Danish krone,39643000000,I,39643000000,27298000000
Denmark,"Financial intermediation real estate, renting and business activities",1986,Danish krone,114717000000,JK,114717000000,41091000000
Denmark,Total Economy,1986,Danish krone,589767000000,TOT,589767000000,365965000000
Denmark,"Agriculture, hunting, forestry fishing",1987,Danish krone,25119000000,AB,25119000000,6146000000
Denmark,Mining and quarrying,1987,Danish krone,6231000000,C,6231000000,888000000
Denmark,Manufacturing,1987,Danish krone,113319000000,D,113319000000,84823000000
Denmark,"Electricity, gas and water supply",1987,Danish krone,10875000000,E,10875000000,3246000000
Denmark,Construction,1987,Danish krone,36833000000,F,36833000000,30094000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1987,Danish krone,97634000000,GH,97634000000,61270000000
Denmark,"Transport, storage and communications",1987,Danish krone,43256000000,I,43256000000,30169000000
Denmark,"Financial intermediation real estate, renting and business activities",1987,Danish krone,125326000000,JK,125326000000,47298000000
Denmark,Total Economy,1987,Danish krone,626219000000,TOT,626219000000,399834000000
Denmark,"Agriculture, hunting, forestry fishing",1988,Danish krone,25497000000,AB,25497000000,6519000000
Denmark,Mining and quarrying,1988,Danish krone,4938000000,C,4938000000,906000000
Denmark,Manufacturing,1988,Danish krone,114266000000,D,114266000000,86553000000
Denmark,"Electricity, gas and water supply",1988,Danish krone,12015000000,E,12015000000,3463000000
Denmark,Construction,1988,Danish krone,39075000000,F,39075000000,30447000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1988,Danish krone,93372000000,GH,93372000000,63315000000
Denmark,"Transport, storage and communications",1988,Danish krone,48370000000,I,48370000000,32097000000
Denmark,"Financial intermediation real estate, renting and business activities",1988,Danish krone,133836000000,JK,133836000000,49940000000
Denmark,Total Economy,1988,Danish krone,649718000000,TOT,649718000000,420293000000
Denmark,"Agriculture, hunting, forestry fishing",1989,Danish krone,29739000000,AB,29739000000,6831000000
Denmark,Mining and quarrying,1989,Danish krone,6702000000,C,6702000000,862000000
Denmark,Manufacturing,1989,Danish krone,120331000000,D,120331000000,89800000000
Denmark,"Electricity, gas and water supply",1989,Danish krone,14328000000,E,14328000000,3572000000
Denmark,Construction,1989,Danish krone,38639000000,F,38639000000,29990000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1989,Danish krone,94526000000,GH,94526000000,65490000000
Denmark,"Transport, storage and communications",1989,Danish krone,52631000000,I,52631000000,33373000000
Denmark,"Financial intermediation real estate, renting and business activities",1989,Danish krone,148873000000,JK,148873000000,55183000000
Denmark,Total Economy,1989,Danish krone,690890000000,TOT,690890000000,437638000000
Denmark,"Agriculture, hunting, forestry fishing",1990,Danish krone,28991000000,AB,28991000000,6804000000
Denmark,Mining and quarrying,1990,Danish krone,7628000000,C,7628000000,894000000
Denmark,Manufacturing,1990,Danish krone,126026000000,D,126026000000,93936000000
Denmark,"Electricity, gas and water supply",1990,Danish krone,15106000000,E,15106000000,3982000000
Denmark,Construction,1990,Danish krone,37098000000,F,37098000000,29902000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1990,Danish krone,103326000000,GH,103326000000,67992000000
Denmark,"Transport, storage and communications",1990,Danish krone,55287000000,I,55287000000,34630000000
Denmark,"Financial intermediation real estate, renting and business activities",1990,Danish krone,156106000000,JK,156106000000,59030000000
Denmark,Total Economy,1990,Danish krone,725475000000,TOT,725475000000,456684000000
Denmark,"Agriculture, hunting, forestry fishing",1991,Danish krone,27879000000,AB,27879000000,7068000000
Denmark,Mining and quarrying,1991,Danish krone,7613000000,C,7613000000,893000000
Denmark,Manufacturing,1991,Danish krone,129088000000,D,129088000000,95733000000
Denmark,"Electricity, gas and water supply",1991,Danish krone,17783000000,E,17783000000,4117000000
Denmark,Construction,1991,Danish krone,36980000000,F,36980000000,29349000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1991,Danish krone,111934000000,GH,111934000000,69922000000
Denmark,"Transport, storage and communications",1991,Danish krone,56896000000,I,56896000000,36355000000
Denmark,"Financial intermediation real estate, renting and business activities",1991,Danish krone,164706000000,JK,164706000000,61748000000
Denmark,Total Economy,1991,Danish krone,757512000000,TOT,757512000000,472037000000
Denmark,"Agriculture, hunting, forestry fishing",1992,Danish krone,26602000000,AB,26602000000,7081000000
Denmark,Mining and quarrying,1992,Danish krone,8147000000,C,8147000000,925000000
Denmark,Manufacturing,1992,Danish krone,135323000000,D,135323000000,97174000000
Denmark,"Electricity, gas and water supply",1992,Danish krone,18389000000,E,18389000000,4516000000
Denmark,Construction,1992,Danish krone,37959000000,F,37959000000,29417000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1992,Danish krone,115204000000,GH,115204000000,72436000000
Denmark,"Transport, storage and communications",1992,Danish krone,60217000000,I,60217000000,37789000000
Denmark,"Financial intermediation real estate, renting and business activities",1992,Danish krone,171410000000,JK,171410000000,62713000000
Denmark,Total Economy,1992,Danish krone,786963000000,TOT,786963000000,485697000000
Denmark,"Agriculture, hunting, forestry fishing",1993,Danish krone,25847000000,AB,25847000000,6645000000
Denmark,Mining and quarrying,1993,Danish krone,7376000000,C,7376000000,903000000
Denmark,Manufacturing,1993,Danish krone,132487000000,D,132487000000,96251000000
Denmark,"Electricity, gas and water supply",1993,Danish krone,19238000000,E,19238000000,4452000000
Denmark,Construction,1993,Danish krone,35391000000,F,35391000000,29460000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1993,Danish krone,112852000000,GH,112852000000,73083000000
Denmark,"Transport, storage and communications",1993,Danish krone,60546000000,I,60546000000,36514000000
Denmark,"Financial intermediation real estate, renting and business activities",1993,Danish krone,179927000000,JK,179927000000,62561000000
Denmark,Total Economy,1993,Danish krone,795253000000,TOT,795253000000,489685000000
Denmark,"Agriculture, hunting, forestry fishing",1994,Danish krone,26821000000,AB,26821000000,6619000000
Denmark,Mining and quarrying,1994,Danish krone,7403000000,C,7403000000,997000000
Denmark,Manufacturing,1994,Danish krone,142694000000,D,142694000000,98339000000
Denmark,"Electricity, gas and water supply",1994,Danish krone,20235000000,E,20235000000,4376000000
Denmark,Construction,1994,Danish krone,38040000000,F,38040000000,31448000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1994,Danish krone,122396000000,GH,122396000000,76098000000
Denmark,"Transport, storage and communications",1994,Danish krone,64640000000,I,64640000000,37705000000
Denmark,"Financial intermediation real estate, renting and business activities",1994,Danish krone,193480000000,JK,193480000000,64723000000
Denmark,Total Economy,1994,Danish krone,845669000000,TOT,845669000000,506436000000
Denmark,"Agriculture, hunting, forestry fishing",1995,Danish krone,30590000000,AB,30590000000,6847000000
Denmark,Mining and quarrying,1995,Danish krone,7557000000,C,7557000000,988000000
Denmark,Manufacturing,1995,Danish krone,150841000000,D,150841000000,105127000000
Denmark,"Electricity, gas and water supply",1995,Danish krone,21384000000,E,21384000000,4652000000
Denmark,Construction,1995,Danish krone,41186000000,F,41186000000,34011000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1995,Danish krone,129541000000,GH,129541000000,80653000000
Denmark,"Transport, storage and communications",1995,Danish krone,66824000000,I,66824000000,39016000000
Denmark,"Financial intermediation real estate, renting and business activities",1995,Danish krone,195989000000,JK,195989000000,67693000000
Denmark,Total Economy,1995,Danish krone,881172000000,TOT,881172000000,532322000000
Denmark,"Agriculture, hunting, forestry fishing",1996,Danish krone,31185000000,AB,31185000000,7051000000
Denmark,Mining and quarrying,1996,Danish krone,11349000000,C,11349000000,1013000000
Denmark,Manufacturing,1996,Danish krone,151591000000,D,151591000000,108063000000
Denmark,"Electricity, gas and water supply",1996,Danish krone,24212000000,E,24212000000,4775000000
Denmark,Construction,1996,Danish krone,46154000000,F,46154000000,34926000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1996,Danish krone,134962000000,GH,134962000000,87436000000
Denmark,"Transport, storage and communications",1996,Danish krone,71740000000,I,71740000000,40948000000
Denmark,"Financial intermediation real estate, renting and business activities",1996,Danish krone,199512000000,JK,199512000000,71748000000
Denmark,Total Economy,1996,Danish krone,918482000000,TOT,918482000000,560170000000
Denmark,"Agriculture, hunting, forestry fishing",1997,Danish krone,30686000000,AB,30686000000,7525000000
Denmark,Mining and quarrying,1997,Danish krone,13349000000,C,13349000000,1055000000
Denmark,Manufacturing,1997,Danish krone,163703000000,D,163703000000,112395000000
Denmark,"Electricity, gas and water supply",1997,Danish krone,24204000000,E,24204000000,4928000000
Denmark,Construction,1997,Danish krone,45842000000,F,45842000000,37537000000
Denmark,"Wholesale retail trade, repair of motor vehicles, motorcycles, etc. hotels and restaurants",1997,Danish krone,139980000000,GH,139980000000,92930000000
Denmark,"Transport, storage and communications",1997,Danish krone,77226000000,I,77226000000,42863000000
Denmark,"Financial intermediation real estate, renting and business activities",1997,Danish krone,210388000000,JK,210388000000,75427000000
Denmark,Total Economy,1997,Danish krone,963940000000,TOT,963940000000,587456000000
Denmark,"Agriculture, hunting, forestry fishing",1998,Danish krone,26279000000,AB,26279000000,7687000000
